,filename,width,height,n_channels
493,golduck.png,120,120,3
494,milotic.png,120,120,3
495,politoed.png,120,120,3
496,absol.png,120,120,3
497,mienshao.png,120,120,3
498,aron.png,120,120,3
499,tepig.png,120,120,3
500,klang.png,120,120,3
501,zapdos.png,120,120,3
502,clauncher.png,120,120,3
503,riolu.png,120,120,3
504,raichu.png,120,120,3
505,hitmonchan.png,120,120,3
506,slakoth.png,120,120,3
507,ponyta.png,120,120,3
508,togepi.png,120,120,3
509,pumpkaboo-average.png,120,120,3
510,snover.png,120,120,3
511,solosis.png,120,120,3
512,fraxure.png,120,120,3
513,caterpie.png,120,120,3
514,psyduck.png,120,120,3
515,teddiursa.png,120,120,3
516,piplup.png,120,120,3
517,darumaka.png,120,120,3
518,weavile.png,120,120,3
519,mawile.png,120,120,3
520,sewaddle.png,120,120,3
521,unfezant.png,120,120,3
522,manaphy.png,120,120,3
523,bunnelby.png,120,120,3
524,seismitoad.png,120,120,3
525,simipour.png,120,120,3
526,vanilluxe.png,120,120,3
527,cubchoo.png,120,120,3
528,mantine.png,120,120,3
529,weezing.png,120,120,3
530,corsola.png,120,120,3
531,roserade.png,120,120,3
532,carbink.png,120,120,3
533,heliolisk.png,120,120,3
534,omanyte.png,120,120,3
535,rufflet.png,120,120,3
536,mothim.png,120,120,3
537,klinklang.png,120,120,3
538,sliggoo.png,120,120,3
539,raticate.png,120,120,3
540,vibrava.png,120,120,3
541,shiftry.png,120,120,3
542,swampert.png,120,120,3
543,excadrill.png,120,120,3
544,chatot.png,120,120,3
545,jigglypuff.png,120,120,3
546,loudred.png,120,120,3
547,forretress.png,120,120,3
548,togetic.png,120,120,3
549,feraligatr.png,120,120,3
550,bisharp.png,120,120,3
551,victreebel.png,120,120,3
552,spinarak.png,120,120,3
553,onix.png,120,120,3
554,aurorus.png,120,120,3
555,venonat.png,120,120,3
556,nidorina.png,120,120,3
557,tranquill.png,120,120,3
558,buizel.png,120,120,3
559,mightyena.png,120,120,3
560,vulpix.png,120,120,3
561,clawitzer.png,120,120,3
562,lilligant.png,120,120,3
563,minccino.png,120,120,3
564,doduo.png,120,120,3
565,ferrothorn.png,120,120,3
566,misdreavus.png,120,120,3
567,kingdra.png,120,120,3
568,shuckle.png,120,120,3
569,rayquaza.png,120,120,3
570,kricketune.png,120,120,3
571,skrelp.png,120,120,3
572,luxray.png,120,120,3
573,ledyba.png,120,120,3
574,baltoy.png,120,120,3
575,yanma.png,120,120,3
576,lugia.png,120,120,3
577,hawlucha.png,120,120,3
578,leavanny.png,120,120,3
579,vespiquen.png,120,120,3
580,squirtle.png,120,120,3
581,slowking.png,120,120,3
582,exeggcute.png,120,120,3
583,emolga.png,120,120,3
584,carvanha.png,120,120,3
585,clefairy.png,120,120,3
586,bayleef.png,120,120,3
587,drifloon.png,120,120,3
588,sceptile.png,120,120,3
589,azurill.png,120,120,3
590,chespin.png,120,120,3
591,panpour.png,120,120,3
592,staravia.png,120,120,3
593,linoone.png,120,120,3
594,spiritomb.png,120,120,3
595,zoroark.png,120,120,3
596,chikorita.png,120,120,3
597,vanillite.png,120,120,3
598,scatterbug.png,120,120,3
599,spinda.png,120,120,3
600,beheeyem.png,120,120,3
601,grimer.png,120,120,3
602,leafeon.png,120,120,3
603,deerling.png,120,120,3
604,celebi.png,120,120,3
605,breloom.png,120,120,3
606,turtwig.png,120,120,3
607,zweilous.png,120,120,3
608,burmy.png,120,120,3
609,swinub.png,120,120,3
610,axew.png,120,120,3
611,pangoro.png,120,120,3
612,darkrai.png,120,120,3
613,krabby.png,120,120,3
614,dewgong.png,120,120,3
615,volcarona.png,120,120,3
616,vigoroth.png,120,120,3
617,ninetales.png,120,120,3
618,pawniard.png,120,120,3
619,blitzle.png,120,120,3
620,porygon2.png,120,120,3
621,croagunk.png,120,120,3
622,xatu.png,120,120,3
623,lairon.png,120,120,3
624,tentacruel.png,120,120,3
625,krookodile.png,120,120,3
626,gothitelle.png,120,120,3
627,regice.png,120,120,3
628,goodra.png,120,120,3
629,meowth.png,120,120,3
630,grovyle.png,120,120,3
631,volbeat.png,120,120,3
632,unown.png,120,120,3
633,terrakion.png,120,120,3
634,deoxys-normal.png,120,120,3
635,togekiss.png,120,120,3
636,kricketot.png,120,120,3
637,bellsprout.png,120,120,3
638,luvdisc.png,120,120,3
639,garbodor.png,120,120,3
640,horsea.png,120,120,3
641,nincada.png,120,120,3
642,dragalge.png,120,120,3
643,electrode.png,120,120,3
